plan_id,county_id
10091OR0750004-05,41027
77969OR5280003,41057
10091OR0750005-05,41031
10091OR0750002,41029
71287OR0420002,41039
63474OR0600007,41023
77969OR5290001,41021
63474OR0600007,41049
10091OR0750013-04,41011
10091OR0750016,41029
56707OR1380008,41051
10091OR0750005-05,41037
77969OR5280012,41017
10091OR0750004-04,41005
39424OR1620069-06,41013
77969OR5280023,41009
10091OR0750004-06,41053
39424OR1620076,41027
39424OR1610004,41049
71287OR0420019,41039
39424OR1610003,41009
56707OR1430003,41067
10091OR0750004-06,41031
10091OR0750018,41043
77969OR5290005,41055
77969OR5280010,41009
39424OR1610002,41067
77969OR5290001-06,41001
10091OR0750016,41043
71287OR0420019,41027
71287OR0420016,41009
77969OR5280003,41009
10091OR0750018,41039
77969OR5290008-04,41067
56707OR1330004,41043
77969OR5290005,41021
77969OR5290008,41047
39424OR1620069-04,41019
77969OR5280014-04,41041
39424OR1610006,41061
56707OR1360004,41053
10091OR0750013,41005
77969OR5280014-05,41009
77969OR5280003,41049
56707OR1320004,41005
77969OR5280003,41061
10091OR0750005-04,41019
77969OR5280010,41055
39424OR1620072,41021
39424OR1620055,41023
77969OR5280021-04,41033
56707OR1360004-04,41021
77969OR5280003,41035
77969OR5290001-05,41049
39424OR1620053-06,41039
56707OR1360004-05,41017
71287OR0420023,41005
10091OR0750004,41055
39424OR1620076-05,41071
77969OR5280010,41061
39424OR1620077-05,41023
71287OR0420004,41039
71287OR0420012-06,41039
10091OR0750004,41007
39424OR1600002-04,41015
39424OR1620001,41015
77969OR5290001-06,41015
56707OR1360004-06,41005
10091OR0750005-05,41009
56707OR1350004,41031
10091OR0750005-06,41033
10091OR0750005-05,41055
77969OR5290001-04,41023
39424OR1620050,41033
39424OR1620063-06,41007
10091OR0750013-06,41037
77969OR5280010,41031
63474OR0600010-06,41039
39424OR1600002-06,41011
10091OR0750013,41017
10091OR0760004,41021
39424OR1620070,41049
63474OR0600010-05,41049
71287OR0420002,41027
63474OR0600010-04,41021
63474OR0600010-06,41037
10091OR0750004,41045
77969OR5280014-04,41031
10091OR0750013-06,41021
77969OR5280023,41035
77969OR5280030,41055
39424OR1610005,41063
39424OR1620069,41059
39424OR1620069,41013
10091OR0750020,41027
56707OR1400003,41041
77969OR5280021-05,41037
10091OR0750019,41013
10091OR0750004-06,41025
71287OR0420003,41067
10091OR0750004,41059
77969OR5280021-05,41057
56707OR1330004-04,41047
56707OR1360004-04,41059
56707OR1410003,41053
39424OR1610002-04,41033
71287OR0420014,41053
56707OR1360004-06,41025
77969OR5290002,41001
39424OR1620053,41017
77969OR5290005,41023
63474OR0600010-04,41063
63474OR0600010-06,41063
39424OR1610005-06,41025
56707OR1320004,41039
77969OR5290001-06,41071
71287OR0420001,41051
39424OR1610005-06,41045
71287OR0420011-04,41009
39424OR1620063-05,41007
39424OR1620077-04,41053
10091OR0760004,41071
56707OR1350004,41063
39424OR1620002-06,41065
39424OR1600002,41051
10091OR0750002,41061
39424OR1620053-06,41049
77969OR5290001-05,41063
10091OR0750020,41045
71287OR0420003,41047
77969OR5280014-06,41053
10091OR0750013-06,41031
10091OR0750014,41027
71287OR0420003-04,41039
10091OR0750015,41037
56707OR1360004,41019
10091OR0750012,41043
10091OR0750014,41053
39424OR1600002-05,41009
39424OR1620063,41005
77969OR5280021-05,41069
77969OR5290009,41009
56707OR1330004-04,41029
77969OR5280003,41025
10091OR0750004-06,41057
77969OR5280028,41025
39424OR1620077-06,41069
39424OR1620055,41031
56707OR1360004,41001
39424OR1620054,41021
39424OR1610005-06,41031
10091OR0750018,41011
63474OR0600010,41015
10091OR0750016,41041
56707OR1430003,41009
10091OR0750005-06,41023
10091OR0760001,41067
10091OR0750020,41061
39424OR1620069-05,41021
39424OR1620063,41067
39424OR1620069-04,41059
56707OR1430003,41049
10091OR0750017,41001
56707OR1430003,41007
39424OR1620074,41047
10091OR0750004-06,41017
10091OR0750005-04,41043
77969OR5280014-04,41065
77969OR5280014-04,41027
56707OR1360004,41071
63474OR0600010,41009
77969OR5280014-05,41007
77969OR5280021-04,41021
77969OR5280027,41067
71287OR0420012-06,41027
77969OR5280003,41043
77969OR5290005,41001
77969OR5280014-04,41017
10091OR0750002,41009
56707OR1350004,41025
77969OR5280014-04,41003
77969OR5290001-05,41055
63474OR0600010-06,41013
39424OR1620074,41049
39424OR1620076-06,41005
10091OR0750005-05,41015
39424OR1620069-05,41037
10091OR0760005,41051
56707OR1360004-04,41015
71287OR0420012-06,41047
63474OR0600010-06,41003
77969OR5290001-05,41003
77969OR5290001-05,41033
39424OR1620069-06,41037
71287OR0420012,41067
56707OR1360004-05,41067
56707OR1410003,41069
39424OR1620055,41013
77969OR5280021,41005
56707OR1410003,41059
77969OR5280023,41033
77969OR5280028,41057
71287OR0420022-05,41005
39424OR1620069,41019
56707OR1420003,41007
77969OR5290008-06,41051
71287OR0420022,41053
10091OR0750003,41021
77969OR5290001-06,41005
56707OR1420003,41017
10091OR0760003,41053
56707OR1360004-04,41051
39424OR1620054,41017
39424OR1620066,41011
39424OR1620072,41059
39424OR1620077,41039
77969OR5280028,41003
10091OR0750019,41017
56707OR1360004,41047
10091OR0750003,41029
77969OR5280021,41013
39424OR1620051,41037
77969OR5280021-06,41031
10091OR0750018,41007
39424OR1600002-05,41033
77969OR5280014-05,41011
10091OR0750016,41009
71287OR0420022,41047
39424OR1620069-04,41063
56707OR1380009-05,41071
39424OR1620053-05,41053
39424OR1610005-05,41055
56707OR1380008,41071
10091OR0760004,41061
77969OR5290001-04,41039
39424OR1610004,41055
10091OR0760001,41071
39424OR1620052,41023
10091OR0760005,41039
77969OR5280021-06,41069
77969OR5280021-05,41023
77969OR5290001,41027
77969OR5290002,41067
39424OR1610001,41057
63474OR0600010,41049
56707OR1330004-04,41053
77969OR5280021-04,41063
39424OR1610005,41047
10091OR0760004,41057
39424OR1610005,41049
10091OR0750018,41027
10091OR0750019,41015
10091OR0750016,41057
10091OR0760004,41051
56707OR1360004-05,41043
77969OR5280018,41067
71287OR0420003-06,41043
77969OR5280027,41051
39424OR1610006,41025
39424OR1610001,41065
56707OR1350004,41029
77969OR5280014-04,41047
39424OR1620053-05,41031
10091OR0750004,41023
56707OR1360004-04,41053
39424OR1620069-05,41031
56707OR1430003,41029
39424OR1610002-05,41051
39424OR1620065,41051
39424OR1620053-04,41045
71287OR0420001,41047
10091OR0750015,41035
56707OR1430003,41005
39424OR1620053-04,41053
39424OR1620002-06,41071
10091OR0750005-05,41035
39424OR1620077-04,41049
10091OR0750019,41061
39424OR1620053,41037
39424OR1620053-05,41013
77969OR5280014,41041
10091OR0750005-04,41063
56707OR1330004-05,41029
63474OR0600010-05,41015
10091OR0750013-06,41055
10091OR0760003,41021
10091OR0750015,41039
77969OR5290001-06,41011
71287OR0420011-04,41039
77969OR5280022,41067
10091OR0750004-06,41039
71287OR0420019,41051
56707OR1350004,41047
39424OR1610005,41055
39424OR1620075,41027
63474OR0600010-04,41053
10091OR0750016,41047
56707OR1430003,41059
39424OR1620051,41039
10091OR0750014,41065
77969OR5280014-06,41055
77969OR5290001-04,41011
39424OR1600001,41071
10091OR0750016,41025
63474OR0600010-04,41041
39424OR1610004,41053
10091OR0750013,41011
63474OR0600010-04,41025
39424OR1610002,41027
77969OR5290001,41035
63474OR0600010-04,41067
10091OR0750013-05,41059
10091OR0760001,41001
39424OR1620051,41063
71287OR0420012,41009
63474OR0600009,41035
77969OR5290005,41063
10091OR0750017,41051
63474OR0600010-05,41057
77969OR5280003,41033
63474OR0600007,41007
77969OR5280010,41071
39424OR1610002-06,41067
39424OR1610002,41065
10091OR0760001,41023
10091OR0750016,41039
63474OR0600010-05,41045
56707OR1360004-05,41023
10091OR0750005-05,41071
10091OR0750016,41023
39424OR1620001,41011
10091OR0750004-06,41051
77969OR5280010,41051
56707OR1360004-05,41047
39424OR1620069,41061
39424OR1620050,41065
77969OR5280014,41055
10091OR0750004-05,41049
77969OR5280022-06,41047
39424OR1610005-04,41055
77969OR5280030,41019
77969OR5280014-04,41071
39424OR1620076,41007
77969OR5290001-05,41021
10091OR0750002,41049
10091OR0750018,41033
39424OR1620002-05,41033
77969OR5290002,41057
56707OR1330004,41047
71287OR0420014,41043
56707OR1360004,41007
39424OR1620066,41033
39424OR1610005-05,41037
77969OR5280021,41007
39424OR1620051,41023
71287OR0420020,41047
39424OR1620076,41009
10091OR0750016,41001
39424OR1620069-05,41055
10091OR0750015,41025
39424OR1620052,41061
10091OR0750005-06,41057
77969OR5280014-06,41065
39424OR1610002-04,41011
10091OR0750005,41033
77969OR5280021-04,41037
56707OR1360004-05,41011
56707OR1380008,41067
56707OR1410003,41067
77969OR5280023,41007
10091OR0750013-04,41007
39424OR1610003,41011
77969OR5280015-04,41067
10091OR0750013-05,41037
10091OR0750004-05,41055
10091OR0750004,41001
77969OR5280015,41005
39424OR1610003,41065
77969OR5280014-06,41027
71287OR0420001,41043
56707OR1360004,41055
77969OR5290001-06,41059
10091OR0750005-05,41019
56707OR1380009-05,41067
39424OR1620002,41015
39424OR1620064,41067
39424OR1620003,41007
10091OR0760005,41045
39424OR1610005-05,41047
10091OR0750002,41043
77969OR5280014-04,41055
39424OR1620077-04,41035
10091OR0750004-06,41059
77969OR5280032,41009
10091OR0750003,41069
77969OR5280028,41019
10091OR0750005-06,41045
77969OR5290001-05,41065
77969OR5290008-05,41051
10091OR0750018,41045
71287OR0420019,41071
77969OR5280014-05,41055
77969OR5290001-04,41069
77969OR5280014-05,41005
56707OR1360004,41035
39424OR1620055,41059
10091OR0750005,41071
39424OR1620055,41037
77969OR5280021-04,41023
56707OR1330004-05,41031
10091OR0750005-05,41069
39424OR1620053-05,41055
39424OR1600002,41067
77969OR5290002,41035
77969OR5280014-06,41001
56707OR1360004-05,41021
10091OR0750019,41071
10091OR0750013-05,41017
77969OR5290001-04,41063
10091OR0750013,41031
10091OR0750013-06,41009
39424OR1600002,41005
77969OR5280021-06,41009
39424OR1620002-05,41051
39424OR1620063-04,41007
77969OR5280023,41049
71287OR0420013,41071
39424OR1620002,41065
39424OR1620065,41005
56707OR1430003,41061
10091OR0760004,41053
10091OR0750005-05,41059
77969OR5280023,41027
39424OR1620077,41021
39424OR1600002-06,41057
39424OR1620002-04,41027
77969OR5290001,41031
39424OR1620068,41059
10091OR0750005,41063
10091OR0750004,41017
39424OR1610005-05,41063
39424OR1610005-04,41031
71287OR0420022,41051
77969OR5280003,41037
10091OR0750019,41053
77969OR5280014-06,41015
10091OR0750013-04,41003
39424OR1620052,41001
10091OR0750013-04,41033
10091OR0750020,41051
10091OR0750017,41039
77969OR5280021-05,41019
39424OR1620077,41059
71287OR0420018,41053
39424OR1620064,41005
77969OR5280015-04,41009
77969OR5290001-05,41025
10091OR0750013-04,41041
39424OR1620053-05,41035
63474OR0600010,41007
56707OR1380008,41027
63474OR0600010-05,41019
71287OR0420005,41003
71287OR0420013,41043
10091OR0750013-06,41063
10091OR0750004-05,41019
56707OR1360004-04,41045
39424OR1620002-04,41067
56707OR1330004-05,41013
71287OR0420022-04,41039
39424OR1620077,41023
77969OR5280014,41027
39424OR1620065,41065
39424OR1610002,41011
10091OR0750016,41053
56707OR1360004-06,41035
10091OR0760005,41061
77969OR5280014,41053
10091OR0750005-05,41041
56707OR1420003,41005
77969OR5280030,41007
56707OR1360004-05,41031
10091OR0750012,41005
39424OR1620076-05,41009
77969OR5280028,41053
10091OR0760005,41021
39424OR1620076-06,41009
10091OR0750015,41013
10091OR0750005-06,41019
77969OR5290005,41041
39424OR1620063,41009
77969OR5280021,41039
77969OR5280014-05,41041
63474OR0600010-06,41067
39424OR1620069-05,41025
39424OR1620053-04,41061
39424OR1620053,41013
56707OR1350004,41057
39424OR1620054,41049
10091OR0750017,41057
56707OR1430003,41011
71287OR0420012,41043
39424OR1620002,41057
10091OR0750005-04,41041
71287OR0420003,41003
10091OR0750018,41055
39424OR1620077-04,41031
10091OR0750012,41019
77969OR5280021,41027
39424OR1620053-05,41047
10091OR0760004,41015
39424OR1610002-05,41071
77969OR5280010,41019
77969OR5280030,41023
56707OR1430003,41039
63474OR0600010-05,41029
10091OR0750004,41049
10091OR0750004-06,41013
10091OR0750013-04,41045
39424OR1610001,41011
10091OR0750015,41021
39424OR1620072,41037
10091OR0750013-06,41017
10091OR0760001,41019
56707OR1360004-05,41009
39424OR1620053,41047
77969OR5290008-06,41047
56707OR1360004,41041
39424OR1610005-05,41019
77969OR5290002,41031
77969OR5280028,41055
10091OR0750017,41013
56707OR1360004-04,41007
39424OR1620065,41007
71287OR0420011,41047
39424OR1620063-04,41029
71287OR0420022-06,41067
71287OR0420012-06,41009
71287OR0420003,41053
77969OR5280019,41051
77969OR5290001-04,41035
77969OR5280015,41051
10091OR0750003,41003
10091OR0750004-04,41069
77969OR5290005,41017
77969OR5280023,41041
56707OR1430003,41025
10091OR0750018,41001
77969OR5280003,41055
39424OR1620003,41065
10091OR0750019,41043
39424OR1610002-05,41011
10091OR0750004,41051
10091OR0750004-04,41015
39424OR1620066,41071
39424OR1620050,41029
10091OR0750003,41057
77969OR5280014,41017
39424OR1620054,41031
10091OR0750020,41037
10091OR0750020,41055
10091OR0750020,41071
39424OR1620077-04,41055
77969OR5280021-05,41027
10091OR0750003,41045
71287OR0420020,41053
77969OR5290001-04,41043
10091OR0750013,41021
10091OR0750013,41063
71287OR0420003-05,41005
10091OR0760005,41067
77969OR5280014-05,41039
10091OR0750012,41007
71287OR0420001,41009
71287OR0420016,41053
71287OR0420004,41043
10091OR0760003,41065
56707OR1380009,41067
39424OR1610002-05,41007
10091OR0750005-04,41051
39424OR1600002-04,41005
56707OR1320004,41019
77969OR5280022-04,41009
56707OR1360004-05,41041
10091OR0750002,41051
39424OR1620053-06,41021
10091OR0750013-06,41039
77969OR5280021-05,41071
77969OR5290001-04,41049
10091OR0750018,41025
39424OR1620077-06,41031
39424OR1620076-06,41015
39424OR1620077-06,41001
10091OR0750004-04,41057
56707OR1410003,41017
39424OR1610005-06,41019
56707OR1360004-05,41025
39424OR1620063-06,41029
39424OR1620069,41047
77969OR5280030,41001
10091OR0750005-06,41013
39424OR1620050,41009
10091OR0750004-05,41029
56707OR1330004-05,41039
39424OR1620077-06,41013
71287OR0420022-06,41051
39424OR1620075,41051
77969OR5280023,41037
39424OR1620050,41057
39424OR1620052,41013
77969OR5280023,41067
10091OR0750005-04,41065
39424OR1610006,41021
10091OR0750004-06,41009
63474OR0600009,41019
77969OR5280030,41061
39424OR1620002-06,41005
77969OR5280014-06,41037
10091OR0750005-06,41001
63474OR0600007,41003
10091OR0750020,41047
10091OR0750002,41011
39424OR1620069-05,41035
10091OR0750013,41051
10091OR0750004,41037
56707OR1360004-04,41071
71287OR0420020,41051
10091OR0750013-05,41003
10091OR0750013,41029
77969OR5280028,41047
77969OR5290001-04,41067
77969OR5280023,41005
71287OR0420002,41043
10091OR0750012,41001
39424OR1620072,41063
71287OR0420004,41027
10091OR0750013,41065
63474OR0600010-04,41009
39424OR1620069-06,41035
39424OR1610004,41001
39424OR1610005-06,41013
77969OR5280010,41033
56707OR1330004-04,41007
39424OR1610002-05,41067
77969OR5280012,41047
39424OR1620077-06,41059
56707OR1410003,41023
10091OR0750005-04,41011
10091OR0750005-04,41049
63474OR0600007,41019
10091OR0750014,41035
39424OR1600002-04,41067
39424OR1620055,41061
77969OR5280032,41005
71287OR0420011,41005
63474OR0600009,41039
10091OR0750005-06,41037
77969OR5280014-06,41047
39424OR1610006,41047
56707OR1360004-06,41055
10091OR0750004,41039
56707OR1380009-06,41067
10091OR0750005-06,41043
56707OR1320004,41041
39424OR1620054,41019
77969OR5280014-05,41003
56707OR1410003,41033
10091OR0750019,41031
71287OR0420019,41043
39424OR1620077-05,41049
10091OR0750005,41057
77969OR5290001-05,41047
71287OR0420023,41053
63474OR0600010-06,41007
10091OR0750004-05,41003
77969OR5280003,41059
71287OR0420002,41047
77969OR5280012,41061
77969OR5290001-05,41043
10091OR0750012,41053
77969OR5280014-06,41039
39424OR1620063,41027
77969OR5290001,41029
10091OR0750003,41035
77969OR5290001,41001
63474OR0600010-04,41061
10091OR0750013-06,41025
77969OR5280023,41025
10091OR0750012,41023
77969OR5290008-04,41047
63474OR0600009,41025
77969OR5280014-05,41067
39424OR1620063,41015
56707OR1360004,41057
77969OR5280032,41067
71287OR0420003,41043
56707OR1330004-04,41031
71287OR0420022-06,41005
10091OR0750017,41037
10091OR0750014,41061
63474OR0600007,41059
39424OR1610002-05,41009
10091OR0750005-04,41025
63474OR0600010-04,41069
39424OR1620074,41061
39424OR1620002-04,41057
10091OR0750005-05,41025
39424OR1620065,41011
10091OR0750013-05,41041
56707OR1360004-06,41059
10091OR0750013-04,41057
10091OR0750017,41015
63474OR0600010-06,41071
10091OR0750015,41027
56707OR1330004-04,41005
39424OR1620077,41031
77969OR5290009,41051
77969OR5290001-04,41041
39424OR1620076-05,41011
71287OR0420018,41051
39424OR1620001,41057
77969OR5290001-04,41029
39424OR1620069-05,41049
63474OR0600009,41021
56707OR1330004-06,41051
39424OR1600002,41033
39424OR1620062,41027
39424OR1620072,41045
77969OR5290001-05,41017
71287OR0420011-05,41053
39424OR1620003,41005
77969OR5280018,41051
63474OR0600010-04,41059
10091OR0750014,41023
10091OR0760003,41017
63474OR0600010-04,41043
77969OR5290005,41037
71287OR0420011,41043
77969OR5290001-04,41037
56707OR1420003,41003
77969OR5280014-06,41051
77969OR5280021-06,41011
39424OR1620001,41027
71287OR0420002,41009
39424OR1620055,41063
39424OR1620050,41007
71287OR0420003-06,41003
71287OR0420014,41027
10091OR0760005,41065
39424OR1620072,41047
10091OR0750016,41003
39424OR1610006,41001
77969OR5290001-05,41007
56707OR1410003,41003
39424OR1620053-04,41055
10091OR0750004,41031
10091OR0750005-04,41047
71287OR0420021,41027
39424OR1620069,41001
39424OR1620077-04,41001
39424OR1620002,41007
10091OR0750005-05,41049
39424OR1620077-05,41035
10091OR0760004,41005
77969OR5280014-05,41047
10091OR0760003,41047
77969OR5280014-06,41013
10091OR0750019,41023
71287OR0420012,41047
56707OR1360004-05,41027
77969OR5280021-06,41033
77969OR5290001-04,41015
10091OR0750018,41003
39424OR1620072,41039
10091OR0750005-06,41035
10091OR0750004-06,41043
77969OR5290005,41007
39424OR1610006,41069
39424OR1600002-04,41029
56707OR1430003,41019
56707OR1380010,41027
56707OR1430003,41043
10091OR0750004-05,41069
77969OR5280012,41001
56707OR1320004,41053
39424OR1620076-06,41065
39424OR1620077-05,41017
10091OR0750012,41061
39424OR1620077-05,41047
39424OR1620077-04,41061
10091OR0750004,41067
10091OR0750020,41017
71287OR0420019,41009
39424OR1620069-04,41037
39424OR1620068,41039
39424OR1620053,41069
10091OR0760003,41067
39424OR1610004,41013
10091OR0760003,41019
56707OR1350004,41051
10091OR0750005-06,41021
77969OR5290001,41017
77969OR5280015-05,41067
10091OR0750005,41019
63474OR0600010-05,41063
10091OR0750005-06,41061
10091OR0750005-05,41047
56707OR1420003,41071
77969OR5280021,41047
63474OR0600009,41061
71287OR0420012-04,41003
39424OR1620076-06,41067
39424OR1620077-04,41023
39424OR1610005-04,41059
39424OR1620063-05,41005
39424OR1600002-06,41009
71287OR0420013,41009
77969OR5280012,41007
10091OR0750017,41065
63474OR0600009,41023
10091OR0750004-04,41013
56707OR1410003,41029
10091OR0750013,41013
39424OR1620077-05,41025
39424OR1620053-05,41023
10091OR0750012,41041
10091OR0750004-05,41007
10091OR0750004-04,41071
77969OR5280021-04,41025
56707OR1360004-06,41041
39424OR1610005,41031
77969OR5280030,41011
10091OR0750018,41015
10091OR0750004,41043
77969OR5280028,41021
39424OR1620004,41015
10091OR0750014,41009
10091OR0760004,41019
39424OR1620054,41053
56707OR1350004,41067
56707OR1360004-06,41019
77969OR5290005,41059
71287OR0420011-05,41027
39424OR1610005-05,41049
63474OR0600010,41067
77969OR5280028,41035
71287OR0420011-06,41071
77969OR5280012,41033
39424OR1610005-06,41047
10091OR0750004-05,41037
39424OR1620054,41059
10091OR0750002,41023
10091OR0750014,41031
10091OR0750013-05,41007
56707OR1430003,41057
39424OR1620072,41001
39424OR1620003,41071
71287OR0420018,41003
10091OR0750003,41071
63474OR0600010,41047
71287OR0420004,41051
10091OR0760003,41011
39424OR1620077-04,41069
10091OR0760005,41033
39424OR1610006,41037
10091OR0750012,41071
39424OR1620002,41033
39424OR1620065,41057
39424OR1620077-05,41069
56707OR1430003,41003
71287OR0420021,41039
39424OR1620076-06,41007
39424OR1620053-05,41001
63474OR0600007,41001
10091OR0750005-06,41049
10091OR0760005,41003
10091OR0750005-04,41031
10091OR0750004-05,41009
10091OR0750018,41031
10091OR0750005,41025
39424OR1620053-04,41021
10091OR0750013-05,41005
71287OR0420003-04,41067
39424OR1610003,41071
39424OR1610006,41055
56707OR1360004-05,41051
10091OR0750017,41061
77969OR5280014-05,41061
63474OR0600010-04,41029
77969OR5290002,41045
10091OR0750013,41057
39424OR1620070,41059
10091OR0760004,41055
77969OR5290007,41009
39424OR1620069,41053
77969OR5280028,41029
63474OR0600010-04,41013
10091OR0750004-06,41027
77969OR5280030,41059
10091OR0750005,41009
77969OR5290001,41011
10091OR0750004-06,41029
10091OR0750013-04,41047
77969OR5280028,41043
39424OR1620077-06,41017
39424OR1620069-04,41039
39424OR1620002-06,41057
56707OR1360004-04,41069
10091OR0750005,41001
39424OR1620063-06,41009
71287OR0420003-05,41043
71287OR0420011-05,41039
77969OR5280012,41037
10091OR0750014,41055
71287OR0420013,41051
39424OR1620070,41061
39424OR1620004,41067
39424OR1610005-05,41023
63474OR0600010-04,41051
10091OR0760005,41047
39424OR1610005-06,41049
10091OR0750003,41009
10091OR0750020,41039
77969OR5280021-05,41001
39424OR1620076-04,41071
56707OR1380010,41067
77969OR5290001-04,41055
63474OR0600010,41013
10091OR0750004,41065
39424OR1610005,41059
63474OR0600007,41039
39424OR1620063-04,41011
39424OR1620066,41005
77969OR5280023,41057
39424OR1620074,41019
77969OR5280012,41009
10091OR0750013,41039
10091OR0750016,41005
77969OR5280014,41043
56707OR1360004-04,41019
77969OR5280003,41007
10091OR0750005,41049
10091OR0750013-04,41017
39424OR1620069-04,41021
56707OR1360004,41011
63474OR0600010-05,41033
77969OR5290002,41015
77969OR5290008-06,41005
77969OR5290001,41007
39424OR1620004,41027
77969OR5280021-06,41013
77969OR5280021-05,41007
39424OR1610005,41045
39424OR1610004,41045
10091OR0750013-04,41037
39424OR1620076,41011
63474OR0600010-06,41005
77969OR5280014-05,41037
71287OR0420020,41067
39424OR1620069,41069
71287OR0420013,41047
71287OR0420022-06,41047
56707OR1410003,41019
77969OR5280023,41003
39424OR1620075,41015
63474OR0600009,41011
77969OR5280030,41049
39424OR1610005-06,41055
77969OR5280021-04,41059
63474OR0600010-05,41067
10091OR0750016,41033
77969OR5280010,41005
39424OR1620002-04,41009
10091OR0750013-04,41061
77969OR5290002,41063
10091OR0750014,41011
10091OR0750005-05,41029
10091OR0750017,41067
77969OR5290001-06,41027
39424OR1620053-04,41069
63474OR0600010-06,41021
10091OR0750014,41013
39424OR1610004,41047
77969OR5280014-05,41035
77969OR5280003,41039
10091OR0750005-05,41061
56707OR1330004-06,41019
10091OR0750004-06,41041
71287OR0420005,41053
77969OR5280018,41005
10091OR0750004-06,41055
56707OR1320004,41067
56707OR1420003,41067
63474OR0600010,41053
77969OR5290001-06,41023
77969OR5280012,41055
10091OR0760001,41047
10091OR0750018,41041
39424OR1610005-06,41021
10091OR0750019,41067
56707OR1360004-05,41053
77969OR5290001,41033
63474OR0600010-06,41047
39424OR1620077-04,41021
10091OR0750018,41071
77969OR5290005,41005
39424OR1600002-06,41007
63474OR0600010-05,41061
77969OR5290001-05,41005
77969OR5280014,41007
39424OR1610001,41067
10091OR0750013-04,41039
77969OR5280021-04,41003
77969OR5280014,41059
63474OR0600010-04,41007
39424OR1620054,41037
39424OR1610005-04,41035
56707OR1410003,41055
77969OR5280021-05,41063
77969OR5280034,41067
10091OR0750013-05,41061
10091OR0760003,41051
77969OR5280014-05,41027
39424OR1600001,41011
63474OR0600009,41013
77969OR5280030,41045
39424OR1620053,41039
56707OR1350004,41019
56707OR1410003,41043
56707OR1410003,41065
10091OR0760005,41041
39424OR1620063-06,41015
10091OR0750012,41067
71287OR0420002,41051
39424OR1620064,41051
10091OR0750004,41041
77969OR5280003,41019
77969OR5290001-05,41039
10091OR0760001,41015
39424OR1620069,41023
39424OR1620069-05,41045
10091OR0750003,41025
10091OR0750003,41007
77969OR5280021,41065
39424OR1620053-04,41035
77969OR5280023,41011
10091OR0760005,41059
39424OR1620063-04,41027
77969OR5280021-05,41043
39424OR1620051,41019
71287OR0420012-05,41039
39424OR1620074,41059
10091OR0750004-04,41043
71287OR0420022-05,41071
77969OR5280014-04,41045
10091OR0760005,41069
56707OR1360004-06,41015
63474OR0600010-04,41057
56707OR1360004-05,41061
77969OR5290001-06,41055
10091OR0750019,41063
71287OR0420012-04,41039
10091OR0750003,41013
39424OR1620074,41037
39424OR1620054,41035
39424OR1610001,41033
77969OR5290001,41069
77969OR5280014-04,41049
39424OR1620076-04,41011
77969OR5280014-06,41049
56707OR1430003,41033
56707OR1330004-04,41027
77969OR5290005,41027
56707OR1330004,41003
39424OR1610005-06,41059
56707OR1330004,41031
63474OR0600009,41031
10091OR0760001,41043
71287OR0420021,41053
56707OR1330004,41053
39424OR1620003,41051
10091OR0760001,41039
39424OR1620068,41045
39424OR1610002-04,41051
39424OR1610006,41013
71287OR0420011,41067
71287OR0420011,41009
77969OR5290005,41045
71287OR0420004,41005
56707OR1380009-06,41051
39424OR1610001,41007
39424OR1610005-04,41047
10091OR0750016,41071
39424OR1620069,41039
77969OR5280023,41017
39424OR1620052,41039
39424OR1620075,41065
63474OR0600010-06,41027
10091OR0760001,41009
71287OR0420003-04,41071
10091OR0750005-04,41039
10091OR0750013,41035
10091OR0750017,41029
71287OR0420012-06,41053
71287OR0420005,41047
10091OR0750002,41059
10091OR0750018,41053
77969OR5280003,41027
77969OR5280023,41029
10091OR0750002,41027
10091OR0750003,41055
77969OR5280021-04,41051
63474OR0600009,41009
10091OR0750013,41069
77969OR5280021-05,41021
56707OR1430003,41013
39424OR1620054,41061
56707OR1410003,41021
10091OR0750004-05,41001
77969OR5290001-06,41039
77969OR5290001,41051
10091OR0750005-04,41005
39424OR1620075,41033
56707OR1420003,41043
77969OR5280030,41003
39424OR1620063-06,41065
39424OR1620077-06,41053
39424OR1620053-05,41069
39424OR1620072,41049
63474OR0600010-05,41003
39424OR1620070,41069
39424OR1620053,41021
39424OR1610004,41035
10091OR0750005-06,41015
63474OR0600010,41021
10091OR0750013-05,41043
77969OR5280030,41057
10091OR0750003,41047
56707OR1360004,41025
39424OR1610002-04,41007
71287OR0420012-04,41047
71287OR0420011,41071
39424OR1620053-06,41035
56707OR1380009-05,41027
56707OR1360004-06,41053
39424OR1610005-04,41045
56707OR1330004-06,41067
77969OR5280021-04,41049
63474OR0600010-06,41019
77969OR5280010,41007
56707OR1350004,41055
71287OR0420003-05,41051
39424OR1610003,41015
63474OR0600010,41031
77969OR5280021-06,41047
77969OR5280014-06,41025
39424OR1610005-06,41061
56707OR1360004-06,41017
39424OR1620062,41033
39424OR1610002-04,41027
10091OR0750019,41011
71287OR0420004,41071
39424OR1610004,41031
39424OR1620002-05,41067
10091OR0750005-05,41053
10091OR0750013,41025
63474OR0600010-06,41055
10091OR0750019,41051
77969OR5280014-06,41005
10091OR0760003,41043
77969OR5280014-06,41019
39424OR1620070,41045
39424OR1600002,41007
39424OR1610005,41061
56707OR1360004-04,41049
10091OR0750020,41063
77969OR5280010,41047
39424OR1620053-06,41055
39424OR1610002-06,41071
39424OR1620075,41007
56707OR1360004-04,41063
77969OR5280012,41065
