plan_id,county_id
39424OR1610002,41029
10091OR0750003,41063
10091OR0760001,41029
10091OR0750019,41037
10091OR0750019,41069
56707OR1430003,41041
77969OR5280014-04,41029
39424OR1610002,41009
77969OR5290001-04,41047
63474OR0600009,41003
77969OR5290005,41047
39424OR1620075,41005
71287OR0420018,41005
56707OR1360004-06,41063
63474OR0600007,41067
77969OR5280014,41013
39424OR1620075,41029
77969OR5290001-06,41063
10091OR0750003,41049
71287OR0420012-06,41071
10091OR0750013-04,41013
39424OR1620077-05,41063
77969OR5290001-04,41003
39424OR1620053-05,41063
71287OR0420018,41009
77969OR5280015-06,41005
39424OR1620072,41069
10091OR0750020,41023
10091OR0750014,41015
10091OR0750005,41061
39424OR1620077,41013
39424OR1620069-06,41039
56707OR1360004,41003
10091OR0750004-04,41067
39424OR1610005-06,41069
39424OR1620063-06,41057
71287OR0420012-04,41043
39424OR1620003,41009
77969OR5280012,41021
56707OR1380009-06,41071
39424OR1620068,41035
63474OR0600010-04,41031
56707OR1350004,41021
77969OR5290008,41067
39424OR1620069-06,41019
56707OR1360004,41037
63474OR0600009,41049
77969OR5280014-05,41071
71287OR0420022-05,41009
10091OR0750014,41003
77969OR5290001-05,41071
39424OR1620069-05,41069
39424OR1600002-06,41033
39424OR1620062,41011
39424OR1620068,41021
10091OR0750016,41027
71287OR0420013,41027
39424OR1600002-06,41071
56707OR1360004,41021
39424OR1620002,41067
39424OR1600002,41071
77969OR5280014,41009
71287OR0420022-06,41027
63474OR0600010-06,41045
10091OR0750002,41065
10091OR0760003,41025
77969OR5280014-04,41007
63474OR0600007,41057
10091OR0750012,41035
71287OR0420012,41039
10091OR0750016,41059
77969OR5280021-04,41055
10091OR0750013,41055
39424OR1620052,41035
71287OR0420021,41051
10091OR0750012,41025
10091OR0750013-06,41057
77969OR5290002,41007
77969OR5290001,41013
56707OR1360004-06,41027
10091OR0750013-05,41033
63474OR0600007,41053
77969OR5280014-06,41045
77969OR5280028,41037
39424OR1620002-06,41033
63474OR0600010,41017
77969OR5280021-05,41061
77969OR5290001-04,41005
63474OR0600010-04,41071
39424OR1620054,41039
39424OR1620077-06,41037
10091OR0750015,41033
77969OR5290001-04,41009
77969OR5280021-04,41043
77969OR5280003,41005
77969OR5280034,41051
39424OR1610004,41019
77969OR5290001-06,41069
10091OR0760004,41065
39424OR1600002-05,41029
63474OR0600010-06,41025
10091OR0750013-04,41001
39424OR1610006,41017
10091OR0750016,41015
10091OR0750018,41029
10091OR0760005,41009
39424OR1620069-05,41019
10091OR0750013-06,41049
77969OR5280014-04,41043
10091OR0750004-05,41059
63474OR0600010-05,41065
39424OR1620076-05,41027
56707OR1410003,41025
71287OR0420004,41003
77969OR5280014,41067
77969OR5280021-04,41035
10091OR0750002,41053
39424OR1600002,41009
77969OR5290007,41005
10091OR0750004-05,41005
56707OR1320004,41043
39424OR1620076-04,41029
77969OR5290001,41061
71287OR0420023,41009
10091OR0750005,41029
10091OR0750003,41017
77969OR5280014-05,41031
56707OR1360004-06,41031
39424OR1620063-06,41005
71287OR0420011-04,41003
77969OR5290002,41051
10091OR0750004-06,41069
63474OR0600009,41067
39424OR1620002,41029
39424OR1610005-04,41001
39424OR1620051,41047
56707OR1360004,41023
77969OR5280010,41003
39424OR1620052,41019
56707OR1430003,41063
56707OR1360004-04,41033
10091OR0750018,41019
10091OR0750017,41043
10091OR0750004-04,41017
56707OR1330004,41029
10091OR0750017,41021
63474OR0600010-04,41019
77969OR5280021,41049
71287OR0420011-04,41047
39424OR1600002-05,41005
77969OR5290001-04,41025
77969OR5290001-04,41017
39424OR1620001,41071
10091OR0750016,41019
77969OR5280019,41005
56707OR1360004-04,41041
77969OR5280021-05,41015
39424OR1620076-04,41051
77969OR5280030,41069
77969OR5290001-04,41001
77969OR5280012,41053
39424OR1620064,41007
56707OR1360004-06,41033
77969OR5280021,41017
39424OR1620077-05,41019
39424OR1610005-05,41017
10091OR0750002,41005
10091OR0750005-04,41053
10091OR0750004-05,41031
10091OR0750005,41039
56707OR1330004-05,41071
39424OR1620053-06,41069
77969OR5280021,41035
39424OR1620052,41021
56707OR1410003,41041
39424OR1620062,41067
71287OR0420014,41067
39424OR1620053-04,41047
77969OR5280023,41065
39424OR1620053-06,41001
10091OR0750004-05,41045
63474OR0600010,41025
77969OR5280012,41031
10091OR0750004-04,41001
77969OR5280021-05,41041
56707OR1400003,41029
77969OR5280023,41051
10091OR0750005-05,41001
77969OR5290005,41033
77969OR5280012,41063
39424OR1620051,41035
10091OR0750018,41061
39424OR1600002-04,41007
10091OR0750016,41065
77969OR5280021-05,41051
10091OR0750013-05,41057
39424OR1610002,41007
39424OR1610005-04,41013
10091OR0750013,41053
77969OR5290001-05,41011
10091OR0750015,41043
71287OR0420022-04,41003
39424OR1620069,41049
77969OR5290001,41055
10091OR0750012,41009
56707OR1360004,41069
10091OR0750005-06,41041
77969OR5280028,41033
63474OR0600007,41017
10091OR0750005-04,41029
39424OR1620053-06,41025
39424OR1620069-04,41017
39424OR1620077-05,41061
77969OR5280015,41067
56707OR1360004-05,41035
10091OR0750019,41003
71287OR0420014,41071
77969OR5280022,41051
39424OR1610002-05,41029
56707OR1350004,41009
71287OR0420011-05,41043
39424OR1610005,41013
77969OR5280014,41019
10091OR0750013-06,41069
39424OR1620052,41045
39424OR1620077,41019
56707OR1380009,41027
39424OR1620077-06,41061
77969OR5280010,41053
10091OR0750012,41031
77969OR5290001-06,41037
77969OR5290005,41003
39424OR1620066,41027
77969OR5280014-06,41033
39424OR1620063,41029
39424OR1620069-06,41049
10091OR0750002,41007
71287OR0420003,41005
77969OR5280014,41023
39424OR1620076-05,41005
39424OR1600001,41007
71287OR0420002,41071
10091OR0750013-04,41067
77969OR5280021-04,41031
39424OR1620065,41009
39424OR1620063-04,41015
71287OR0420022-05,41027
77969OR5280012,41035
71287OR0420011-04,41051
56707OR1330004-04,41013
10091OR0760005,41055
39424OR1620053,41061
10091OR0760003,41039
39424OR1620075,41071
10091OR0750012,41057
77969OR5290002,41003
39424OR1620076-06,41057
10091OR0750019,41065
39424OR1620077-06,41025
39424OR1610005-05,41069
39424OR1620066,41057
10091OR0750003,41033
39424OR1600002-05,41015
10091OR0750004-04,41053
10091OR0760004,41059
10091OR0750013-06,41053
10091OR0750004-05,41061
77969OR5280012,41043
77969OR5280003,41067
39424OR1610005-06,41001
77969OR5280012,41013
77969OR5280021-06,41045
56707OR1360004-05,41065
39424OR1600002,41015
77969OR5280014,41011
39424OR1620077-06,41045
10091OR0750016,41051
10091OR0750017,41055
10091OR0750020,41019
77969OR5290005,41043
39424OR1620053-06,41031
71287OR0420002,41003
56707OR1330004-05,41019
63474OR0600009,41005
39424OR1620074,41053
77969OR5280014-04,41001
10091OR0750005-04,41023
71287OR0420022,41039
39424OR1620053,41001
77969OR5280030,41025
56707OR1320004,41051
39424OR1620069,41021
10091OR0750016,41017
77969OR5280032,41047
56707OR1420003,41027
56707OR1320004,41027
77969OR5280014-04,41019
39424OR1610002-06,41007
71287OR0420011-05,41067
39424OR1620076-04,41005
77969OR5280023,41069
10091OR0760003,41031
77969OR5280021-05,41049
77969OR5280021-04,41045
77969OR5280014,41065
39424OR1620050,41005
77969OR5290001-05,41013
10091OR0750002,41021
77969OR5290001-04,41013
56707OR1360004-06,41061
71287OR0420011,41053
39424OR1620069-05,41063
10091OR0750013-05,41011
39424OR1610003,41067
77969OR5290001,41015
77969OR5280021,41055
77969OR5280023,41043
39424OR1610005-05,41031
39424OR1620053-04,41031
71287OR0420022-04,41071
39424OR1600002-05,41011
10091OR0750002,41063
77969OR5280012,41069
10091OR0750004,41061
10091OR0750004-05,41039
63474OR0600009,41059
56707OR1360004-05,41007
77969OR5290001-04,41019
10091OR0760004,41007
71287OR0420011-05,41071
77969OR5280014,41071
77969OR5280034,41047
63474OR0600010-05,41069
77969OR5290001-06,41067
56707OR1330004-06,41017
39424OR1620050,41067
39424OR1620053,41019
10091OR0750004,41027
71287OR0420014,41003
56707OR1360004,41005
71287OR0420012-05,41051
77969OR5280022-04,41051
10091OR0750020,41033
10091OR0750015,41059
77969OR5280021-06,41025
77969OR5280010,41045
39424OR1620077,41053
39424OR1620077-04,41045
77969OR5280014-05,41051
56707OR1430003,41037
39424OR1620052,41053
39424OR1620063-05,41067
39424OR1610001,41005
77969OR5290001-04,41059
10091OR0750013-04,41015
77969OR5290002,41025
71287OR0420016,41039
56707OR1430003,41069
77969OR5280014,41037
77969OR5280021-04,41011
77969OR5280014,41003
10091OR0750012,41037
10091OR0760005,41019
39424OR1620069-04,41053
10091OR0760003,41037
77969OR5280012,41023
77969OR5280023,41001
39424OR1620053-04,41019
56707OR1360004,41067
71287OR0420022,41043
10091OR0750004-05,41035
39424OR1620070,41037
56707OR1360004,41031
63474OR0600010,41071
56707OR1360004-04,41043
56707OR1360004-06,41037
39424OR1620063-04,41057
71287OR0420020,41005
39424OR1620063-04,41005
10091OR0750005-06,41067
10091OR0750013-05,41067
10091OR0760004,41047
39424OR1610005-05,41053
56707OR1330004-05,41007
39424OR1620076-04,41057
10091OR0750005-04,41015
56707OR1360004-04,41027
10091OR0750014,41067
10091OR0760001,41057
56707OR1330004,41019
56707OR1410003,41047
10091OR0750017,41071
77969OR5280021-05,41017
39424OR1620066,41007
39424OR1620004,41029
71287OR0420003,41039
77969OR5280021-06,41041
56707OR1410003,41049
39424OR1610002-04,41015
77969OR5280014,41063
10091OR0750014,41069
10091OR0750013-04,41053
77969OR5280012,41049
10091OR0750013-04,41055
10091OR0750017,41059
39424OR1620053-04,41017
56707OR1360004,41051
56707OR1350004,41043
39424OR1610002,41057
10091OR0750018,41013
77969OR5290005,41039
56707OR1400003,41053
77969OR5280010,41013
10091OR0750015,41057
39424OR1620004,41051
77969OR5280021-06,41051
10091OR0750003,41005
39424OR1620055,41019
77969OR5280014-05,41029
10091OR0750003,41011
10091OR0750004-06,41071
77969OR5280021-04,41017
77969OR5290007,41067
39424OR1620077,41049
63474OR0600010-06,41033
10091OR0760003,41071
56707OR1360004-05,41071
39424OR1620066,41029
39424OR1610002,41005
71287OR0420011-06,41005
56707OR1430003,41021
77969OR5280014-06,41029
77969OR5280023,41019
10091OR0750004-04,41007
39424OR1620062,41007
10091OR0750004-05,41033
10091OR0760005,41063
77969OR5280028,41001
56707OR1320004,41029
63474OR0600010-06,41009
39424OR1620053-05,41059
77969OR5280027,41047
71287OR0420013,41005
10091OR0750014,41001
71287OR0420011-04,41053
10091OR0750016,41035
39424OR1620002,41071
63474OR0600007,41045
56707OR1360004-06,41067
56707OR1420003,41039
63474OR0600010,41033
39424OR1620053-05,41017
71287OR0420005,41067
77969OR5280023,41039
10091OR0760003,41059
39424OR1620055,41039
77969OR5280010,41041
39424OR1610006,41053
39424OR1620053-06,41047
56707OR1380009-04,41005
39424OR1620062,41005
56707OR1410003,41039
39424OR1620074,41021
10091OR0750013-04,41029
56707OR1330004-05,41041
77969OR5280028,41023
39424OR1620069,41031
10091OR0750019,41021
77969OR5290001-06,41021
39424OR1620077-06,41047
39424OR1620064,41057
10091OR0750020,41041
77969OR5280019,41009
63474OR0600010-06,41043
39424OR1620068,41053
10091OR0750015,41047
10091OR0750017,41003
77969OR5290002,41021
56707OR1330004-05,41047
10091OR0750005-04,41007
77969OR5280021-05,41067
71287OR0420021,41047
56707OR1330004-04,41019
77969OR5290001-06,41045
39424OR1620077,41069
56707OR1430003,41053
39424OR1620063-06,41033
39424OR1620051,41061
77969OR5280030,41021
10091OR0750005,41035
10091OR0750013,41059
39424OR1610005-04,41037
63474OR0600009,41041
77969OR5290008-04,41009
10091OR0750005,41051
39424OR1620003,41027
77969OR5290005,41019
71287OR0420001,41067
63474OR0600010-05,41001
63474OR0600010-05,41027
77969OR5280010,41057
10091OR0750015,41011
56707OR1360004-05,41045
39424OR1620003,41067
39424OR1620054,41045
77969OR5280028,41027
56707OR1350004,41053
39424OR1610005,41019
77969OR5280021-06,41071
10091OR0750020,41025
71287OR0420022-05,41067
77969OR5280028,41045
10091OR0760003,41005
77969OR5280030,41031
10091OR0750004-04,41037
56707OR1330004-04,41067
63474OR0600010-04,41003
39424OR1620069-05,41023
56707OR1380010,41051
77969OR5280003,41069
77969OR5290001-05,41041
10091OR0750013,41047
10091OR0750014,41017
71287OR0420022-05,41003
39424OR1620053,41025
39424OR1620077-04,41017
56707OR1360004-04,41003
39424OR1620004,41005
39424OR1620072,41013
63474OR0600009,41001
63474OR0600009,41029
77969OR5280010,41035
39424OR1610002,41033
71287OR0420003,41027
39424OR1620004,41065
39424OR1620069-06,41001
39424OR1620077-04,41013
10091OR0760001,41005
39424OR1620053,41045
77969OR5280030,41051
77969OR5280028,41059
77969OR5280014-04,41053
77969OR5290001-06,41017
39424OR1620003,41015
63474OR0600010,41001
10091OR0750020,41001
10091OR0750012,41027
77969OR5280030,41053
39424OR1610002,41051
39424OR1610005,41037
77969OR5290001,41009
10091OR0750005-05,41051
39424OR1620076-04,41067
63474OR0600009,41053
39424OR1620077,41045
39424OR1610005-06,41039
77969OR5280021,41051
10091OR0760005,41015
56707OR1350004,41059
77969OR5280028,41041
56707OR1360004-04,41017
10091OR0750004-04,41045
10091OR0750004-04,41061
10091OR0750005,41005
77969OR5280030,41043
71287OR0420019,41047
10091OR0750014,41029
77969OR5280023,41045
77969OR5290001-06,41025
39424OR1620076-04,41015
77969OR5290002,41069
10091OR0750013-04,41005
10091OR0750004-06,41007
63474OR0600010,41061
39424OR1620054,41001
10091OR0750013-06,41033
39424OR1620063-05,41015
39424OR1620069-04,41069
10091OR0760005,41053
39424OR1620069-06,41023
39424OR1620062,41057
71287OR0420003-06,41053
39424OR1610005-06,41023
63474OR0600010-06,41069
10091OR0750005,41011
10091OR0760005,41049
77969OR5290002,41017
10091OR0750019,41019
10091OR0750017,41047
39424OR1620066,41015
39424OR1620054,41023
56707OR1410003,41051
39424OR1610006,41045
56707OR1400003,41031
10091OR0760005,41057
56707OR1410003,41001
10091OR0760004,41067
63474OR0600007,41061
10091OR0760005,41037
39424OR1620053-05,41061
39424OR1620050,41051
39424OR1620053-06,41013
56707OR1410003,41007
10091OR0750004,41025
39424OR1620077,41035
71287OR0420012-04,41067
77969OR5280021-04,41015
77969OR5280014,41035
56707OR1360004-06,41013
56707OR1360004-06,41047
10091OR0760003,41003
39424OR1620076-05,41029
77969OR5290001,41063
39424OR1620052,41031
77969OR5290007,41051
39424OR1610006,41039
77969OR5280014-04,41035
10091OR0760001,41013
39424OR1620053-04,41039
10091OR0750005-04,41021
10091OR0750004-06,41021
56707OR1360004-06,41069
56707OR1350004,41013
77969OR5290001,41023
56707OR1330004-05,41005
77969OR5280030,41071
10091OR0750013-06,41029
56707OR1360004,41045
39424OR1620053-06,41023
10091OR0750015,41063
71287OR0420022-05,41039
63474OR0600010,41069
39424OR1620069-05,41013
39424OR1620070,41023
10091OR0750005,41043
10091OR0750012,41033
39424OR1620068,41013
77969OR5290005,41013
39424OR1610005-05,41001
10091OR0760003,41023
10091OR0750013-06,41047
10091OR0760001,41017
77969OR5280023,41023
77969OR5280014,41029
56707OR1320004,41007
10091OR0750013,41019
77969OR5280014-04,41011
39424OR1600001,41057
77969OR5280021-06,41021
39424OR1610005,41001
56707OR1330004,41013
39424OR1620066,41051
56707OR1430003,41031
39424OR1610004,41069
77969OR5290002,41055
10091OR0750004-04,41033
10091OR0750013-06,41045
10091OR0750005-05,41039
39424OR1620076,41057
39424OR1610003,41007
77969OR5280030,41063
10091OR0750014,41045
63474OR0600007,41043
39424OR1610005,41025
39424OR1610002,41015
39424OR1620002-04,41065
39424OR1620075,41009
77969OR5290005,41009
56707OR1360004-04,41025
77969OR5280028,41013
63474OR0600010-05,41059
10091OR0760001,41027
10091OR0760003,41001
77969OR5280028,41005
39424OR1610002-04,41071
63474OR0600009,41065
39424OR1620076,41051
39424OR1620053-05,41025
77969OR5290001-04,41007
10091OR0760005,41007
39424OR1620053-04,41063
77969OR5280021-04,41047
77969OR5280014-04,41021
71287OR0420023,41047
77969OR5280014-05,41021
56707OR1360004-04,41031
63474OR0600010-05,41011
77969OR5280021-04,41065
71287OR0420022-04,41051
39424OR1620002-04,41011
77969OR5280021-06,41005
39424OR1610005-05,41021
77969OR5280014-05,41013
77969OR5280021,41053
39424OR1610002-05,41005
10091OR0750013-06,41027
39424OR1620063-04,41051
10091OR0750012,41069
10091OR0750017,41009
71287OR0420022-04,41043
71287OR0420018,41067
10091OR0750002,41001
10091OR0750004-06,41011
77969OR5280021-06,41035
77969OR5280014,41039
77969OR5290008-04,41051
56707OR1360004,41015
39424OR1610005-06,41037
77969OR5280030,41035
71287OR0420003-05,41027
77969OR5280019,41067
63474OR0600010-05,41017
56707OR1360004,41009
63474OR0600010-04,41039
10091OR0750013-06,41019
39424OR1620065,41071
10091OR0750004,41053
77969OR5290002,41039
56707OR1380009-04,41051
77969OR5290001,41047
10091OR0750004-04,41065
10091OR0750013-04,41051
39424OR1620076,41015
77969OR5280021-04,41057
77969OR5280015-06,41051
39424OR1610003,41005
71287OR0420011-04,41067
63474OR0600010-05,41041
56707OR1380009-06,41027
39424OR1610005-04,41025
56707OR1360004-06,41029
56707OR1360004-04,41013
39424OR1620069-06,41017
39424OR1620053-06,41059
77969OR5290002,41059
39424OR1610003,41029
10091OR0750005,41013
39424OR1620062,41029
10091OR0750013-06,41061
56707OR1330004-06,41041
10091OR0750004-05,41015
10091OR0750018,41035
10091OR0750002,41025
77969OR5290001-04,41061
39424OR1610005,41053
77969OR5280014-05,41063
77969OR5280021,41063
39424OR1610002-04,41057
77969OR5280014-04,41033
77969OR5290001,41049
10091OR0750012,41011
63474OR0600010,41029
71287OR0420012-06,41051
71287OR0420004,41047
56707OR1330004-06,41003
10091OR0750004-06,41045
10091OR0750013-06,41051
56707OR1360004-04,41029
10091OR0750013-04,41027
71287OR0420011-04,41071
77969OR5280010,41029
63474OR0600010-06,41051
10091OR0750016,41069
77969OR5280015,41047
10091OR0750016,41007
56707OR1380009-06,41005
39424OR1620001,41051
10091OR0750020,41057
63474OR0600007,41035
39424OR1620076,41065
63474OR0600010-05,41031
10091OR0750013-05,41055
39424OR1610002-04,41009
39424OR1620069-06,41053
10091OR0760004,41037
71287OR0420016,41071
71287OR0420003-04,41051
77969OR5290001-05,41023
10091OR0750015,41071
71287OR0420011-04,41043
77969OR5280003,41041
39424OR1620002-04,41071
56707OR1360004-04,41065
10091OR0750014,41047
10091OR0750005,41059
39424OR1610005-05,41013
77969OR5280015-06,41009
77969OR5280022-05,41047
10091OR0750018,41067
10091OR0750017,41069
63474OR0600010,41043
77969OR5280014,41025
77969OR5280023,41063
71287OR0420022-04,41009
71287OR0420016,41067
77969OR5280003,41071
77969OR5280021-06,41063
77969OR5280022-04,41067
10091OR0750017,41053
39424OR1620068,41063
77969OR5280015-05,41051
63474OR0600010-05,41051
10091OR0750005-05,41033
39424OR1620054,41013
39424OR1620077-06,41019
10091OR0750004-04,41021
39424OR1620065,41033
56707OR1400003,41019
77969OR5280021,41043
63474OR0600010-04,41005
39424OR1600001,41029
77969OR5290002,41009
10091OR0750015,41065
10091OR0760001,41061
56707OR1360004-06,41051
56707OR1400003,41067
71287OR0420019,41067
77969OR5280014,41031
56707OR1360004-04,41009
10091OR0750019,41059
39424OR1620004,41057
77969OR5280012,41019
77969OR5280021-05,41009
77969OR5290001-06,41047
71287OR0420003-04,41043
10091OR0760001,41051
10091OR0750014,41037
56707OR1420003,41051
71287OR0420003-06,41005
10091OR0750004-05,41025
10091OR0750014,41021
71287OR0420003-05,41071
56707OR1350004,41003
39424OR1600002-06,41005
39424OR1620064,41033
77969OR5280021,41003
39424OR1620077-06,41055
39424OR1600001,41009
39424OR1620069-04,41055
39424OR1620077-04,41059
39424OR1600002-06,41065
39424OR1620055,41045
56707OR1360004-06,41011
39424OR1610002-06,41033
56707OR1410003,41057
56707OR1350004,41071
56707OR1330004,41017
39424OR1620064,41015
56707OR1330004,41039
39424OR1610005-05,41039
10091OR0750005-04,41027
71287OR0420012-05,41005
77969OR5280028,41049
77969OR5280021,41033
77969OR5280032,41051
77969OR5280022-04,41005
10091OR0750015,41007
10091OR0750020,41015
71287OR0420022-06,41009
10091OR0750005-05,41027
39424OR1620063-05,41011
39424OR1620076-05,41015
56707OR1330004-05,41003
77969OR5280021,41067
63474OR0600007,41031
10091OR0750005-04,41067
10091OR0750004-06,41023
56707OR1360004-05,41057
77969OR5280012,41057
39424OR1610002,41071
39424OR1600001,41005
77969OR5280021-04,41027
39424OR1620001,41065
10091OR0750012,41015
39424OR1620068,41017
56707OR1430003,41015
10091OR0750004-04,41025
10091OR0750018,41059
39424OR1620063-05,41027
71287OR0420023,41067
71287OR0420005,41043
71287OR0420005,41009
56707OR1330004,41041
39424OR1620001,41009
56707OR1360004-05,41033
77969OR5280014,41015
10091OR0750015,41049
10091OR0750017,41011
77969OR5290002,41041
77969OR5280003,41001
56707OR1330004-05,41017
10091OR0750020,41069
39424OR1620002-06,41011
39424OR1620052,41037
77969OR5280014-05,41015
63474OR0600010-05,41043
10091OR0750014,41019
10091OR0750015,41029
56707OR1420003,41013
77969OR5280012,41059
56707OR1410003,41035
77969OR5290002,41043
10091OR0750005-04,41061
63474OR0600010-04,41047
63474OR0600010,41055
63474OR0600007,41005
56707OR1360004-04,41001
77969OR5290001-05,41061
63474OR0600007,41025
39424OR1620063-06,41071
77969OR5280028,41069
77969OR5290001-04,41033
10091OR0750005-04,41069
71287OR0420012-05,41071
10091OR0750018,41049
10091OR0760003,41029
77969OR5280014-05,41043
39424OR1620068,41037
10091OR0750005-05,41065
56707OR1430003,41027
71287OR0420003-06,41071
71287OR0420011,41003
39424OR1620069-06,41025
71287OR0420012-04,41009
39424OR1620068,41055
71287OR0420004,41067
10091OR0750005,41021
77969OR5280014-06,41017
63474OR0600010-05,41025
39424OR1620051,41045
39424OR1620069,41025
10091OR0750013,41045
39424OR1620069-06,41047
77969OR5280014-05,41019
77969OR5280021-05,41065
10091OR0760004,41029
39424OR1620076-06,41071
10091OR0750013-06,41065
56707OR1330004-06,41047
63474OR0600007,41013
10091OR0750020,41029
39424OR1620054,41069
39424OR1620053-05,41039
77969OR5280021-04,41053
63474OR0600009,41007
39424OR1610005-04,41069
10091OR0760001,41053
39424OR1610004,41023
39424OR1620069-04,41047
77969OR5290001-06,41007
10091OR0750014,41057
63474OR0600007,41021
39424OR1610002-04,41005
10091OR0750004-05,41051
10091OR0750005-05,41045
39424OR1620063-05,41071
10091OR0750005-06,41059
39424OR1620072,41053
63474OR0600010-05,41023
71287OR0420021,41071
10091OR0750003,41027
71287OR0420012-06,41067
63474OR0600009,41063
56707OR1380009,41051
77969OR5290001-05,41059
10091OR0750013-04,41035
56707OR1360004,41063
10091OR0750014,41071
39424OR1620077,41063
10091OR0750012,41045
39424OR1610003,41057
77969OR5280003,41029
77969OR5290005,41061
39424OR1620069-04,41061
77969OR5280021-05,41033
10091OR0760004,41063
77969OR5290002,41019
10091OR0750020,41003
77969OR5290001-06,41019
77969OR5290005,41053
39424OR1610005-04,41053
10091OR0750017,41019
71287OR0420014,41051
77969OR5290001-05,41031
77969OR5280021-06,41029
39424OR1620053-04,41059
10091OR0750004-05,41041
77969OR5290001-05,41057
63474OR0600010-05,41071
10091OR0750003,41053
56707OR1400003,41027
10091OR0750018,41047
77969OR5280021-06,41065
56707OR1430003,41035
10091OR0750004,41057
10091OR0760001,41059
10091OR0750005-05,41043
10091OR0750013,41023
63474OR0600010-05,41021
10091OR0760004,41035
77969OR5280003,41051
77969OR5280021-05,41039
77969OR5280021-06,41023
71287OR0420022-04,41047
39424OR1620055,41035
77969OR5290007,41047
10091OR0750005-04,41017
71287OR0420012-04,41071
63474OR0600007,41041
56707OR1330004-06,41071
10091OR0750004-05,41021
10091OR0750002,41039
10091OR0750019,41027
39424OR1610002-04,41067
39424OR1620063-05,41051
77969OR5280015-05,41005
10091OR0750020,41043
39424OR1620050,41011
10091OR0750012,41029
56707OR1360004-05,41037
10091OR0760004,41023
63474OR0600007,41065
10091OR0750004,41063
10091OR0750013,41015
77969OR5280010,41065
71287OR0420020,41071
71287OR0420012-04,41051
10091OR0760004,41039
39424OR1610001,41071
77969OR5280014-06,41061
10091OR0750002,41003
39424OR1620063-04,41009
39424OR1620068,41023
77969OR5280021-06,41053
10091OR0750005,41003
39424OR1620074,41013
77969OR5280010,41063
71287OR0420003-05,41047
39424OR1600002,41065
39424OR1620077,41017
63474OR0600010-06,41023
77969OR5290001,41025
10091OR0760005,41001
10091OR0750013-04,41031
39424OR1620069-06,41021
39424OR1620002-05,41011
10091OR0750020,41053
39424OR1620069-05,41053
10091OR0760005,41071
10091OR0750017,41063
10091OR0760005,41025
39424OR1610002-06,41065
10091OR0750004-06,41001
77969OR5280018,41047
63474OR0600009,41045
56707OR1360004-04,41067
77969OR5290001-06,41041
77969OR5290001-06,41053
10091OR0750019,41041
77969OR5280014,41021
39424OR1620002-05,41057
56707OR1330004-05,41053
39424OR1620077-05,41045
71287OR0420002,41053
39424OR1620055,41049
63474OR0600010-05,41053
10091OR0750019,41001
39424OR1600002,41029
39424OR1620002,41009
39424OR1610005-04,41063
71287OR0420016,41027
56707OR1350004,41023
39424OR1610006,41049
39424OR1620076-05,41007
56707OR1360004-06,41001
10091OR0750018,41065
10091OR0750019,41035
39424OR1610002-04,41029
56707OR1410003,41011
10091OR0750005-04,41001
10091OR0750020,41049
77969OR5280034,41009
77969OR5290001-05,41037
71287OR0420003-05,41067
77969OR5290005,41025
10091OR0750005-06,41055
10091OR0750004-04,41003
10091OR0750013-05,41063
56707OR1330004,41027
77969OR5280021,41001
10091OR0750002,41067
56707OR1430003,41017
10091OR0750004-04,41059
71287OR0420022-05,41053
56707OR1380010,41071
63474OR0600010,41065
56707OR1360004-05,41001
10091OR0750002,41015
39424OR1610001,41009
10091OR0750013-06,41007
77969OR5280014-05,41057
10091OR0750005,41015
56707OR1360004-05,41013
39424OR1620065,41015
77969OR5290001-06,41051
77969OR5290009,41005
77969OR5290008-06,41009
39424OR1620070,41001
10091OR0750019,41045
63474OR0600007,41047
71287OR0420003-04,41003
10091OR0750019,41057
56707OR1330004-04,41017
77969OR5280021-05,41013
56707OR1330004-04,41071
10091OR0750019,41039
71287OR0420005,41027
39424OR1620063-06,41051
10091OR0750013-05,41053
77969OR5290001-06,41033
10091OR0750013-05,41015
77969OR5280021-04,41069
10091OR0750019,41029
56707OR1350004,41027
10091OR0750013-06,41013
10091OR0750005-05,41057
77969OR5290001-04,41065
10091OR0750003,41041
71287OR0420011,41039
10091OR0760003,41027
39424OR1610005-04,41017
71287OR0420023,41051
56707OR1360004-05,41015
63474OR0600007,41037
10091OR0750004-05,41017
39424OR1610006,41035
39424OR1600002-05,41051
10091OR0750014,41063
10091OR0750015,41041
39424OR1610001,41051
77969OR5290001,41037
39424OR1620064,41009
39424OR1620069,41037
77969OR5280027,41005
39424OR1620052,41059
56707OR1360004-06,41071
10091OR0760005,41023
77969OR5290001-05,41051
63474OR0600007,41015
63474OR0600010-04,41055
10091OR0750005-06,41009
71287OR0420011-04,41005
10091OR0750002,41033
39424OR1620077-05,41031
39424OR1620069,41035
10091OR0750004-06,41035
39424OR1620055,41069
63474OR0600010-06,41059
10091OR0750017,41025
39424OR1620074,41035
77969OR5280021-05,41053
10091OR0750018,41057
77969OR5280030,41039
77969OR5280012,41005
10091OR0750013,41041
10091OR0750015,41053
77969OR5280014,41047
71287OR0420003-06,41067
39424OR1620004,41071
10091OR0750013-04,41049
39424OR1620002-05,41027
10091OR0750005-06,41027
39424OR1620075,41057
63474OR0600010-05,41037
77969OR5280014-06,41007
39424OR1610005-05,41059
39424OR1610003,41051
10091OR0750015,41017
10091OR0760004,41025
10091OR0750018,41037
